cell_id,lat,lon,horizon_hours,forecast_aqi,severity,priority_band,dominant_source,confidence,priority_score,recommended_action,evidence
581,28.579487,77.123077,24,86.4,Low,LOW,Traffic/Roads,0.385,41.18,Deploy traffic police,"AQI=86.4, source=Traffic/Roads (45.4%), confidence=38%"
233,28.464103,77.307692,48,57.7,Low,LOW,Industry,0.568,41.13666666666667,Inspect industrial units,"AQI=57.7, source=Industry (50.8%), confidence=57%"
1226,28.784615,77.2,24,110.5,Moderate,LOW,Construction/Dust,0.23,41.13666666666667,Dust suppression,"AQI=110.5, source=Construction/Dust (40.6%), confidence=23%"
1408,28.848718,76.923077,24,84.4,Low,LOW,Traffic/Roads,0.334,41.12666666666667,Deploy traffic police,"AQI=84.4, source=Traffic/Roads (51.9%), confidence=33%"
508,28.553846,77.230769,72,75.5,Low,LOW,Traffic/Roads,0.467,41.123333333333335,Deploy traffic police,"AQI=75.5, source=Traffic/Roads (46.0%), confidence=47%"
457,28.541026,77.061538,72,48.4,Low,LOW,Construction/Dust,0.698,41.10666666666666,Dust suppression,"AQI=48.4, source=Construction/Dust (45.4%), confidence=70%"
571,28.579487,76.969231,72,104.3,Moderate,LOW,Traffic/Roads,0.268,41.10333333333333,Deploy traffic police,"AQI=104.3, source=Traffic/Roads (41.8%), confidence=27%"
476,28.541026,77.353846,48,70.9,Low,LOW,Construction/Dust,0.474,41.096666666666664,Dust suppression,"AQI=70.9, source=Construction/Dust (49.0%), confidence=47%"
1303,28.810256,77.153846,48,23.6,Low,LOW,Industry,0.759,41.093333333333334,Inspect industrial units,"AQI=23.6, source=Industry (59.9%), confidence=76%"
1113,28.746154,77.307692,48,70.0,Low,LOW,Traffic/Roads,0.479,41.086666666666666,Deploy traffic police,"AQI=70.0, source=Traffic/Roads (49.2%), confidence=48%"
1235,28.784615,77.338462,48,94.8,Low,LOW,Traffic/Roads,0.302,41.08,Deploy traffic police,"AQI=94.8, source=Traffic/Roads (46.2%), confidence=30%"
644,28.605128,76.861538,48,82.8,Low,LOW,Traffic/Roads,0.371,41.08,Deploy traffic police,"AQI=82.8, source=Traffic/Roads (49.3%), confidence=37%"
241,28.476923,76.815385,24,97.2,Low,LOW,Traffic/Roads,0.207,41.08,Deploy traffic police,"AQI=97.2, source=Traffic/Roads (53.7%), confidence=21%"
1126,28.758974,76.892308,48,105.8,Moderate,LOW,Industry,0.246,41.07333333333334,Inspect industrial units,"AQI=105.8, source=Industry (42.6%), confidence=25%"
1417,28.848718,77.061538,72,118.7,Moderate,LOW,Construction/Dust,0.214,41.06333333333333,Dust suppression,"AQI=118.7, source=Construction/Dust (35.0%), confidence=21%"
222,28.464103,77.138462,72,85.2,Low,LOW,Construction/Dust,0.394,41.06,Dust suppression,"AQI=85.2, source=Construction/Dust (44.9%), confidence=39%"
727,28.630769,76.907692,72,108.6,Moderate,LOW,Industry,0.237,41.059999999999995,Inspect industrial units,"AQI=108.6, source=Industry (41.1%), confidence=24%"
350,28.502564,77.261538,24,71.8,Low,LOW,Traffic/Roads,0.471,41.04666666666667,Deploy traffic police,"AQI=71.8, source=Traffic/Roads (48.3%), confidence=47%"
344,28.502564,77.169231,24,34.7,Low,LOW,Construction/Dust,0.685,41.04333333333334,Dust suppression,"AQI=34.7, source=Construction/Dust (57.8%), confidence=68%"
409,28.528205,76.938462,48,117.7,Moderate,LOW,Construction/Dust,0.223,41.03666666666667,Dust suppression,"AQI=117.7, source=Construction/Dust (34.8%), confidence=22%"
1465,28.861538,77.184615,72,117.1,Moderate,LOW,Traffic/Roads,0.215,41.03666666666666,Deploy traffic police,"AQI=117.1, source=Traffic/Roads (36.1%), confidence=22%"
631,28.592308,77.276923,48,62.1,Low,LOW,Construction/Dust,0.544,41.03,Dust suppression,"AQI=62.1, source=Construction/Dust (49.0%), confidence=54%"
26,28.4,77.2,24,114.9,Moderate,LOW,Construction/Dust,0.215,41.03,Dust suppression,"AQI=114.9, source=Construction/Dust (37.9%), confidence=22%"
725,28.630769,76.876923,72,106.8,Moderate,LOW,Industry,0.243,41.019999999999996,Inspect industrial units,"AQI=106.8, source=Industry (41.8%), confidence=24%"
1554,28.887179,77.323077,24,69.1,Low,LOW,Traffic/Roads,0.376,41.016666666666666,Deploy traffic police,"AQI=69.1, source=Traffic/Roads (59.9%), confidence=38%"
1188,28.771795,77.230769,24,99.3,Low,LOW,Industry,0.265,41.010000000000005,Inspect industrial units,"AQI=99.3, source=Industry (45.8%), confidence=26%"
367,28.515385,76.907692,24,120.3,Moderate,LOW,Industry,0.198,41.01,Inspect industrial units,"AQI=120.3, source=Industry (35.0%), confidence=20%"
478,28.541026,77.384615,72,41.7,Low,LOW,Traffic/Roads,0.533,41.01,Deploy traffic police,"AQI=41.7, source=Traffic/Roads (67.0%), confidence=53%"
142,28.438462,77.138462,24,94.6,Low,LOW,Construction/Dust,0.331,41.00666666666667,Dust suppression,"AQI=94.6, source=Construction/Dust (43.1%), confidence=33%"
1309,28.810256,77.246154,48,94.8,Low,LOW,Industry,0.312,41.0,Inspect industrial units,"AQI=94.8, source=Industry (44.8%), confidence=31%"
1512,28.874359,77.292308,48,66.0,Low,LOW,Traffic/Roads,0.429,41.0,Deploy traffic police,"AQI=66.0, source=Traffic/Roads (57.1%), confidence=43%"
661,28.605128,77.123077,24,72.7,Low,LOW,Industry,0.49,40.99666666666667,Inspect industrial units,"AQI=72.7, source=Industry (45.4%), confidence=49%"
106,28.425641,77.2,24,116.5,Moderate,LOW,Construction/Dust,0.217,40.99666666666667,Dust suppression,"AQI=116.5, source=Construction/Dust (36.2%), confidence=22%"
1443,28.861538,76.846154,72,85.4,Low,LOW,Industry,0.28,40.99333333333333,Inspect industrial units,"AQI=85.4, source=Industry (55.8%), confidence=28%"
1148,28.758974,77.230769,24,95.8,Low,LOW,Construction/Dust,0.276,40.986666666666665,Dust suppression,"AQI=95.8, source=Construction/Dust (47.5%), confidence=28%"
1576,28.9,77.046154,24,78.0,Low,LOW,Construction/Dust,0.359,40.980000000000004,Dust suppression,"AQI=78.0, source=Construction/Dust (54.0%), confidence=36%"
190,28.451282,77.261538,72,94.3,Low,LOW,Construction/Dust,0.247,40.97666666666667,Dust suppression,"AQI=94.3, source=Construction/Dust (51.6%), confidence=25%"
1483,28.874359,76.846154,72,85.4,Low,LOW,Industry,0.264,40.973333333333336,Inspect industrial units,"AQI=85.4, source=Industry (57.3%), confidence=26%"
1307,28.810256,77.215385,24,106.6,Moderate,LOW,Construction/Dust,0.259,40.96666666666667,Dust suppression,"AQI=106.6, source=Construction/Dust (40.1%), confidence=26%"
1342,28.823077,77.138462,72,78.2,Low,LOW,Industry,0.442,40.95333333333333,Inspect industrial units,"AQI=78.2, source=Industry (45.4%), confidence=44%"
237,28.464103,77.369231,48,77.6,Low,LOW,Construction/Dust,0.385,40.95333333333333,Dust suppression,"AQI=77.6, source=Construction/Dust (51.6%), confidence=38%"
538,28.566667,77.076923,72,32.7,Low,LOW,Construction/Dust,0.734,40.95,Dust suppression,"AQI=32.7, source=Construction/Dust (54.1%), confidence=73%"
67,28.412821,77.215385,24,120.9,Moderate,LOW,Traffic/Roads,0.202,40.95,Deploy traffic police,"AQI=120.9, source=Traffic/Roads (33.8%), confidence=20%"
744,28.630769,77.169231,24,79.6,Low,LOW,Traffic/Roads,0.422,40.946666666666665,Deploy traffic police,"AQI=79.6, source=Traffic/Roads (46.2%), confidence=42%"
781,28.64359,77.123077,48,26.9,Low,LOW,Traffic/Roads,0.722,40.94333333333333,Deploy traffic police,"AQI=26.9, source=Traffic/Roads (60.1%), confidence=72%"
203,28.464103,76.846154,24,97.2,Low,LOW,Traffic/Roads,0.246,40.94,Deploy traffic police,"AQI=97.2, source=Traffic/Roads (49.1%), confidence=25%"
1434,28.848718,77.323077,48,66.0,Low,LOW,Traffic/Roads,0.396,40.94,Deploy traffic police,"AQI=66.0, source=Traffic/Roads (60.1%), confidence=40%"
1233,28.784615,77.307692,24,104.5,Moderate,LOW,Traffic/Roads,0.263,40.93666666666667,Deploy traffic police,"AQI=104.5, source=Traffic/Roads (41.3%), confidence=26%"
1247,28.797436,76.907692,48,87.8,Low,LOW,Industry,0.319,40.93333333333333,Inspect industrial units,"AQI=87.8, source=Industry (49.6%), confidence=32%"
1342,28.823077,77.138462,48,73.5,Low,LOW,Industry,0.469,40.93,Inspect industrial units,"AQI=73.5, source=Industry (46.5%), confidence=47%"
1273,28.797436,77.307692,24,95.3,Low,LOW,Traffic/Roads,0.307,40.92333333333333,Deploy traffic police,"AQI=95.3, source=Traffic/Roads (44.5%), confidence=31%"
485,28.553846,76.876923,72,96.5,Low,LOW,Traffic/Roads,0.313,40.92333333333333,Deploy traffic police,"AQI=96.5, source=Traffic/Roads (42.9%), confidence=31%"
1449,28.861538,76.938462,72,85.4,Low,LOW,Traffic/Roads,0.332,40.913333333333334,Deploy traffic police,"AQI=85.4, source=Traffic/Roads (50.2%), confidence=33%"
1511,28.874359,77.276923,72,70.5,Low,LOW,Traffic/Roads,0.414,40.910000000000004,Deploy traffic police,"AQI=70.5, source=Traffic/Roads (54.4%), confidence=41%"
592,28.579487,77.292308,24,70.6,Low,LOW,Traffic/Roads,0.466,40.906666666666666,Deploy traffic police,"AQI=70.6, source=Traffic/Roads (49.1%), confidence=47%"
1215,28.784615,77.030769,72,98.5,Low,LOW,Traffic/Roads,0.299,40.89666666666666,Deploy traffic police,"AQI=98.5, source=Traffic/Roads (42.5%), confidence=30%"
1309,28.810256,77.246154,24,96.8,Low,LOW,Industry,0.325,40.89333333333333,Inspect industrial units,"AQI=96.8, source=Industry (41.3%), confidence=32%"
1037,28.720513,77.369231,24,107.8,Moderate,LOW,Traffic/Roads,0.268,40.88666666666667,Deploy traffic police,"AQI=107.8, source=Traffic/Roads (37.8%), confidence=27%"
121,28.438462,76.815385,72,101.5,Moderate,LOW,Construction/Dust,0.266,40.876666666666665,Dust suppression,"AQI=101.5, source=Construction/Dust (43.2%), confidence=27%"
347,28.502564,77.215385,72,65.7,Low,LOW,Traffic/Roads,0.471,40.87,Deploy traffic police,"AQI=65.7, source=Traffic/Roads (52.5%), confidence=47%"
143,28.438462,77.153846,72,90.4,Low,LOW,Traffic/Roads,0.335,40.86666666666667,Deploy traffic police,"AQI=90.4, source=Traffic/Roads (45.5%), confidence=34%"
1504,28.874359,77.169231,48,108.1,Moderate,LOW,Traffic/Roads,0.282,40.85666666666667,Deploy traffic police,"AQI=108.1, source=Traffic/Roads (36.0%), confidence=28%"
616,28.592308,77.046154,48,79.4,Low,LOW,Construction/Dust,0.422,40.85333333333333,Dust suppression,"AQI=79.4, source=Construction/Dust (45.9%), confidence=42%"
706,28.617949,77.2,48,69.9,Low,LOW,Construction/Dust,0.482,40.849999999999994,Dust suppression,"AQI=69.9, source=Construction/Dust (47.8%), confidence=48%"
1449,28.861538,76.938462,24,84.4,Low,LOW,Traffic/Roads,0.335,40.84666666666667,Deploy traffic police,"AQI=84.4, source=Traffic/Roads (50.4%), confidence=34%"
1212,28.784615,76.984615,48,117.7,Moderate,LOW,Construction/Dust,0.199,40.83666666666667,Dust suppression,"AQI=117.7, source=Construction/Dust (36.2%), confidence=20%"
1117,28.746154,77.369231,48,66.2,Low,LOW,Industry,0.426,40.833333333333336,Inspect industrial units,"AQI=66.2, source=Industry (56.4%), confidence=43%"
1407,28.848718,76.907692,48,87.8,Low,LOW,Industry,0.297,40.83333333333333,Inspect industrial units,"AQI=87.8, source=Industry (51.3%), confidence=30%"
228,28.464103,77.230769,72,84.3,Low,LOW,Industry,0.31,40.83,Inspect industrial units,"AQI=84.3, source=Industry (52.9%), confidence=31%"
1107,28.746154,77.215385,48,85.6,Low,LOW,Construction/Dust,0.41,40.82666666666667,Dust suppression,"AQI=85.6, source=Construction/Dust (41.8%), confidence=41%"
690,28.617949,76.953846,72,106.8,Moderate,LOW,Traffic/Roads,0.261,40.82000000000001,Deploy traffic police,"AQI=106.8, source=Traffic/Roads (39.0%), confidence=26%"
224,28.464103,77.169231,24,114.0,Moderate,LOW,Construction/Dust,0.238,40.81999999999999,Dust suppression,"AQI=114.0, source=Construction/Dust (35.3%), confidence=24%"
1367,28.835897,76.907692,72,85.4,Low,LOW,Industry,0.301,40.81333333333333,Inspect industrial units,"AQI=85.4, source=Industry (52.8%), confidence=30%"
281,28.489744,76.815385,72,101.5,Moderate,LOW,Construction/Dust,0.193,40.79666666666667,Dust suppression,"AQI=101.5, source=Construction/Dust (50.1%), confidence=19%"
1591,28.9,77.276923,24,88.3,Low,LOW,Industry,0.338,40.79666666666667,Inspect industrial units,"AQI=88.3, source=Industry (46.6%), confidence=34%"
88,28.425641,76.923077,24,60.8,Low,LOW,Construction/Dust,0.571,40.79333333333333,Dust suppression,"AQI=60.8, source=Construction/Dust (46.2%), confidence=57%"
317,28.489744,77.369231,48,80.8,Low,LOW,Construction/Dust,0.367,40.78666666666666,Dust suppression,"AQI=80.8, source=Construction/Dust (49.9%), confidence=37%"
711,28.617949,77.276923,48,70.4,Low,LOW,Construction/Dust,0.486,40.77333333333333,Dust suppression,"AQI=70.4, source=Construction/Dust (46.6%), confidence=49%"
581,28.579487,77.123077,72,90.9,Low,LOW,Traffic/Roads,0.351,40.77,Deploy traffic police,"AQI=90.9, source=Traffic/Roads (43.0%), confidence=35%"
1226,28.784615,77.2,48,106.0,Moderate,LOW,Industry,0.238,40.766666666666666,Inspect industrial units,"AQI=106.0, source=Industry (41.7%), confidence=24%"
810,28.65641,76.953846,72,77.3,Low,LOW,Traffic/Roads,0.412,40.763333333333335,Deploy traffic police,"AQI=77.3, source=Traffic/Roads (48.2%), confidence=41%"
710,28.617949,77.261538,72,92.3,Low,LOW,Construction/Dust,0.371,40.74333333333334,Dust suppression,"AQI=92.3, source=Construction/Dust (39.7%), confidence=37%"
1504,28.874359,77.169231,24,112.6,Moderate,LOW,Construction/Dust,0.23,40.72666666666667,Dust suppression,"AQI=112.6, source=Construction/Dust (36.8%), confidence=23%"
201,28.464103,76.815385,24,97.2,Low,LOW,Traffic/Roads,0.214,40.72,Deploy traffic police,"AQI=97.2, source=Traffic/Roads (51.2%), confidence=21%"
1275,28.797436,77.338462,24,97.4,Low,LOW,Industry,0.297,40.71333333333333,Inspect industrial units,"AQI=97.4, source=Industry (42.7%), confidence=30%"
1448,28.861538,76.923077,48,87.8,Low,LOW,Industry,0.307,40.71333333333333,Inspect industrial units,"AQI=87.8, source=Industry (49.7%), confidence=31%"
1530,28.887179,76.953846,24,84.4,Low,LOW,Traffic/Roads,0.336,40.70666666666667,Deploy traffic police,"AQI=84.4, source=Traffic/Roads (49.6%), confidence=34%"
528,28.566667,76.923077,72,101.2,Moderate,LOW,Traffic/Roads,0.283,40.70666666666666,Deploy traffic police,"AQI=101.2, source=Traffic/Roads (40.9%), confidence=28%"
671,28.605128,77.276923,72,73.7,Low,LOW,Traffic/Roads,0.459,40.70333333333333,Deploy traffic police,"AQI=73.7, source=Traffic/Roads (46.2%), confidence=46%"
441,28.541026,76.815385,24,51.8,Low,LOW,Traffic/Roads,0.382,40.693333333333335,Deploy traffic police,"AQI=51.8, source=Traffic/Roads (72.1%), confidence=38%"
513,28.553846,77.307692,72,93.3,Low,LOW,Construction/Dust,0.359,40.69,Dust suppression,"AQI=93.3, source=Construction/Dust (39.8%), confidence=36%"
1316,28.810256,77.353846,24,69.4,Low,LOW,Traffic/Roads,0.406,40.68666666666667,Deploy traffic police,"AQI=69.4, source=Traffic/Roads (55.0%), confidence=41%"
346,28.502564,77.2,48,61.7,Low,LOW,Traffic/Roads,0.48,40.68333333333334,Deploy traffic police,"AQI=61.7, source=Traffic/Roads (54.0%), confidence=48%"
1380,28.835897,77.107692,24,82.7,Low,LOW,Industry,0.441,40.68333333333333,Inspect industrial units,"AQI=82.7, source=Industry (40.4%), confidence=44%"
1367,28.835897,76.907692,48,87.8,Low,LOW,Traffic/Roads,0.297,40.67333333333333,Deploy traffic police,"AQI=87.8, source=Traffic/Roads (50.5%), confidence=30%"
301,28.489744,77.123077,24,85.6,Low,LOW,Industry,0.393,40.666666666666664,Inspect industrial units,"AQI=85.6, source=Industry (42.7%), confidence=39%"
1272,28.797436,77.292308,24,95.8,Low,LOW,Traffic/Roads,0.297,40.666666666666664,Deploy traffic police,"AQI=95.8, source=Traffic/Roads (43.8%), confidence=30%"
291,28.489744,76.969231,24,105.0,Moderate,LOW,Traffic/Roads,0.231,40.660000000000004,Deploy traffic police,"AQI=105.0, source=Traffic/Roads (42.7%), confidence=23%"
88,28.425641,76.923077,72,64.9,Low,LOW,Construction/Dust,0.552,40.656666666666666,Dust suppression,"AQI=64.9, source=Construction/Dust (44.0%), confidence=55%"
509,28.553846,77.246154,24,20.7,Low,LOW,Traffic/Roads,0.745,40.650000000000006,Deploy traffic police,"AQI=20.7, source=Traffic/Roads (61.5%), confidence=74%"
3,28.4,76.846154,48,58.6,Low,LOW,Industry,0.503,40.64666666666667,Inspect industrial units,"AQI=58.6, source=Industry (54.1%), confidence=50%"
281,28.489744,76.815385,24,97.2,Low,LOW,Construction/Dust,0.184,40.64,Dust suppression,"AQI=97.2, source=Construction/Dust (53.8%), confidence=18%"
1196,28.771795,77.353846,72,102.2,Moderate,LOW,Industry,0.267,40.63333333333333,Inspect industrial units,"AQI=102.2, source=Industry (41.3%), confidence=27%"
728,28.630769,76.923077,24,100.6,Moderate,LOW,Traffic/Roads,0.266,40.626666666666665,Deploy traffic police,"AQI=100.6, source=Traffic/Roads (42.7%), confidence=27%"
368,28.515385,76.923077,24,112.2,Moderate,LOW,Industry,0.229,40.620000000000005,Inspect industrial units,"AQI=112.2, source=Industry (36.7%), confidence=23%"
1326,28.823077,76.892308,24,84.4,Low,LOW,Traffic/Roads,0.301,40.60666666666667,Deploy traffic police,"AQI=84.4, source=Traffic/Roads (52.6%), confidence=30%"
237,28.464103,77.369231,24,79.8,Low,LOW,Construction/Dust,0.349,40.6,Dust suppression,"AQI=79.8, source=Construction/Dust (51.6%), confidence=35%"
49,28.412821,76.938462,72,64.9,Low,LOW,Traffic/Roads,0.48,40.596666666666664,Deploy traffic police,"AQI=64.9, source=Traffic/Roads (50.9%), confidence=48%"
1315,28.810256,77.338462,24,96.7,Low,LOW,Industry,0.291,40.596666666666664,Inspect industrial units,"AQI=96.7, source=Industry (43.3%), confidence=29%"
726,28.630769,76.892308,24,95.0,Low,LOW,Industry,0.291,40.593333333333334,Inspect industrial units,"AQI=95.0, source=Industry (44.7%), confidence=29%"
483,28.553846,76.846154,24,96.3,Low,LOW,Traffic/Roads,0.245,40.59,Deploy traffic police,"AQI=96.3, source=Traffic/Roads (48.2%), confidence=24%"
1591,28.9,77.276923,72,92.1,Low,LOW,Traffic/Roads,0.294,40.59,Deploy traffic police,"AQI=92.1, source=Traffic/Roads (46.8%), confidence=29%"
47,28.412821,76.907692,48,58.6,Low,LOW,Traffic/Roads,0.519,40.58666666666667,Deploy traffic police,"AQI=58.6, source=Traffic/Roads (52.2%), confidence=52%"
1354,28.823077,77.323077,24,97.1,Low,LOW,Industry,0.292,40.583333333333336,Inspect industrial units,"AQI=97.1, source=Industry (42.8%), confidence=29%"
317,28.489744,77.369231,24,80.9,Low,LOW,Construction/Dust,0.347,40.58333333333333,Dust suppression,"AQI=80.9, source=Construction/Dust (50.8%), confidence=35%"
1473,28.861538,77.307692,24,69.1,Low,LOW,Traffic/Roads,0.397,40.57666666666667,Deploy traffic police,"AQI=69.1, source=Traffic/Roads (55.6%), confidence=40%"
1371,28.835897,76.969231,48,87.8,Low,LOW,Traffic/Roads,0.332,40.57333333333334,Deploy traffic police,"AQI=87.8, source=Traffic/Roads (46.5%), confidence=33%"
441,28.541026,76.815385,48,50.7,Low,LOW,Traffic/Roads,0.428,40.57,Deploy traffic police,"AQI=50.7, source=Traffic/Roads (67.8%), confidence=43%"
1214,28.784615,77.015385,48,97.5,Low,LOW,Industry,0.294,40.57,Inspect industrial units,"AQI=97.5, source=Industry (42.2%), confidence=29%"
1512,28.874359,77.292308,72,70.5,Low,LOW,Traffic/Roads,0.389,40.57,Deploy traffic police,"AQI=70.5, source=Traffic/Roads (55.2%), confidence=39%"
1109,28.746154,77.246154,72,71.8,Low,LOW,Traffic/Roads,0.421,40.56666666666666,Deploy traffic police,"AQI=71.8, source=Traffic/Roads (50.9%), confidence=42%"
1274,28.797436,77.323077,24,79.0,Low,LOW,Industry,0.382,40.56666666666666,Inspect industrial units,"AQI=79.0, source=Industry (48.8%), confidence=38%"
620,28.592308,77.107692,72,70.9,Low,LOW,Traffic/Roads,0.454,40.55666666666667,Deploy traffic police,"AQI=70.9, source=Traffic/Roads (48.3%), confidence=45%"
303,28.489744,77.153846,48,105.2,Moderate,LOW,Industry,0.289,40.553333333333335,Inspect industrial units,"AQI=105.2, source=Industry (36.2%), confidence=29%"
1550,28.887179,77.261538,72,92.1,Low,LOW,Traffic/Roads,0.302,40.55,Deploy traffic police,"AQI=92.1, source=Traffic/Roads (45.8%), confidence=30%"
66,28.412821,77.2,24,116.7,Moderate,LOW,Traffic/Roads,0.201,40.55,Deploy traffic police,"AQI=116.7, source=Traffic/Roads (35.4%), confidence=20%"
152,28.438462,77.292308,48,60.4,Low,LOW,Traffic/Roads,0.508,40.54666666666667,Deploy traffic police,"AQI=60.4, source=Traffic/Roads (51.6%), confidence=51%"
1474,28.861538,77.323077,48,66.0,Low,LOW,Traffic/Roads,0.378,40.540000000000006,Deploy traffic police,"AQI=66.0, source=Traffic/Roads (59.9%), confidence=38%"
3,28.4,76.846154,72,64.9,Low,LOW,Industry,0.468,40.516666666666666,Inspect industrial units,"AQI=64.9, source=Industry (51.7%), confidence=47%"
599,28.579487,77.4,72,43.9,Low,LOW,Traffic/Roads,0.521,40.516666666666666,Deploy traffic police,"AQI=43.9, source=Traffic/Roads (63.9%), confidence=52%"
1270,28.797436,77.261538,48,94.4,Low,LOW,Traffic/Roads,0.31,40.513333333333335,Deploy traffic police,"AQI=94.4, source=Traffic/Roads (42.9%), confidence=31%"
183,28.451282,77.153846,72,79.9,Low,LOW,Construction/Dust,0.382,40.49666666666667,Dust suppression,"AQI=79.9, source=Construction/Dust (47.7%), confidence=38%"
1274,28.797436,77.323077,48,79.9,Low,LOW,Industry,0.355,40.49666666666667,Inspect industrial units,"AQI=79.9, source=Industry (50.4%), confidence=36%"
123,28.438462,76.846154,72,101.5,Moderate,LOW,Traffic/Roads,0.27,40.49666666666666,Deploy traffic police,"AQI=101.5, source=Traffic/Roads (40.9%), confidence=27%"
198,28.451282,77.384615,48,74.8,Low,LOW,Traffic/Roads,0.369,40.486666666666665,Deploy traffic police,"AQI=74.8, source=Traffic/Roads (53.2%), confidence=37%"
1567,28.9,76.907692,24,84.4,Low,LOW,Traffic/Roads,0.287,40.486666666666665,Deploy traffic police,"AQI=84.4, source=Traffic/Roads (53.4%), confidence=29%"
1267,28.797436,77.215385,24,106.6,Moderate,LOW,Industry,0.222,40.486666666666665,Inspect industrial units,"AQI=106.6, source=Industry (41.4%), confidence=22%"
1231,28.784615,77.276923,48,70.0,Low,LOW,Industry,0.472,40.486666666666665,Inspect industrial units,"AQI=70.0, source=Industry (46.9%), confidence=47%"
1214,28.784615,77.015385,24,97.1,Low,LOW,Industry,0.305,40.483333333333334,Inspect industrial units,"AQI=97.1, source=Industry (41.0%), confidence=30%"
1115,28.746154,77.338462,48,79.9,Low,LOW,Industry,0.378,40.47666666666667,Inspect industrial units,"AQI=79.9, source=Industry (48.0%), confidence=38%"
668,28.605128,77.230769,72,31.5,Low,LOW,Traffic/Roads,0.665,40.47,Deploy traffic police,"AQI=31.5, source=Traffic/Roads (59.6%), confidence=66%"
621,28.592308,77.123077,72,92.2,Low,LOW,Traffic/Roads,0.346,40.46666666666667,Deploy traffic police,"AQI=92.2, source=Traffic/Roads (40.9%), confidence=35%"
190,28.451282,77.261538,24,91.2,Low,LOW,Construction/Dust,0.247,40.46,Dust suppression,"AQI=91.2, source=Construction/Dust (51.6%), confidence=25%"
193,28.451282,77.307692,48,79.3,Low,LOW,Industry,0.417,40.45666666666666,Inspect industrial units,"AQI=79.3, source=Industry (44.5%), confidence=42%"
121,28.438462,76.815385,48,95.0,Low,LOW,Construction/Dust,0.299,40.45333333333333,Dust suppression,"AQI=95.0, source=Construction/Dust (43.2%), confidence=30%"
1258,28.797436,77.076923,24,54.4,Low,LOW,Traffic/Roads,0.567,40.446666666666665,Deploy traffic police,"AQI=54.4, source=Traffic/Roads (50.2%), confidence=57%"
1586,28.9,77.2,72,92.1,Low,LOW,Traffic/Roads,0.305,40.43,Deploy traffic police,"AQI=92.1, source=Traffic/Roads (44.9%), confidence=30%"
1118,28.746154,77.384615,48,118.6,Moderate,LOW,Construction/Dust,0.174,40.42666666666666,Dust suppression,"AQI=118.6, source=Construction/Dust (35.9%), confidence=17%"
322,28.502564,76.830769,24,97.1,Low,LOW,Traffic/Roads,0.181,40.42333333333333,Deploy traffic police,"AQI=97.1, source=Traffic/Roads (53.1%), confidence=18%"
1365,28.835897,76.876923,48,87.8,Low,LOW,Industry,0.264,40.41333333333333,Inspect industrial units,"AQI=87.8, source=Industry (52.5%), confidence=26%"
1531,28.887179,76.969231,72,85.4,Low,LOW,Traffic/Roads,0.335,40.39333333333333,Deploy traffic police,"AQI=85.4, source=Traffic/Roads (47.3%), confidence=34%"
296,28.489744,77.046154,72,111.8,Moderate,LOW,Construction/Dust,0.234,40.39333333333333,Dust suppression,"AQI=111.8, source=Construction/Dust (35.4%), confidence=23%"
230,28.464103,77.261538,72,106.5,Moderate,LOW,Construction/Dust,0.247,40.39,Dust suppression,"AQI=106.5, source=Construction/Dust (38.5%), confidence=25%"
292,28.489744,76.984615,24,100.1,Moderate,LOW,Traffic/Roads,0.262,40.38333333333333,Deploy traffic police,"AQI=100.1, source=Traffic/Roads (42.3%), confidence=26%"
169,28.451282,76.938462,72,112.1,Moderate,LOW,Industry,0.239,40.38333333333333,Inspect industrial units,"AQI=112.1, source=Industry (34.6%), confidence=24%"
341,28.502564,77.123077,48,86.4,Low,LOW,Traffic/Roads,0.369,40.38,Deploy traffic police,"AQI=86.4, source=Traffic/Roads (43.0%), confidence=37%"
1127,28.758974,76.907692,24,106.7,Moderate,LOW,Industry,0.238,40.36333333333334,Inspect industrial units,"AQI=106.7, source=Industry (39.1%), confidence=24%"
488,28.553846,76.923077,48,92.6,Low,LOW,Traffic/Roads,0.32,40.35333333333333,Deploy traffic police,"AQI=92.6, source=Traffic/Roads (42.6%), confidence=32%"
1453,28.861538,77.0,48,87.8,Low,LOW,Traffic/Roads,0.342,40.35333333333333,Deploy traffic police,"AQI=87.8, source=Traffic/Roads (44.4%), confidence=34%"
644,28.605128,76.861538,72,86.7,Low,LOW,Traffic/Roads,0.308,40.35,Deploy traffic police,"AQI=86.7, source=Traffic/Roads (48.7%), confidence=31%"
161,28.451282,76.815385,72,101.5,Moderate,LOW,Traffic/Roads,0.224,40.336666666666666,Deploy traffic police,"AQI=101.5, source=Traffic/Roads (44.7%), confidence=22%"
199,28.451282,77.4,48,79.9,Low,LOW,Traffic/Roads,0.302,40.336666666666666,Deploy traffic police,"AQI=79.9, source=Traffic/Roads (54.9%), confidence=30%"
621,28.592308,77.123077,24,87.7,Low,LOW,Industry,0.418,40.336666666666666,Inspect industrial units,"AQI=87.7, source=Industry (36.8%), confidence=42%"
1445,28.861538,76.876923,72,85.4,Low,LOW,Industry,0.258,40.31333333333333,Inspect industrial units,"AQI=85.4, source=Industry (54.6%), confidence=26%"
598,28.579487,77.384615,48,27.9,Low,LOW,Traffic/Roads,0.62,40.31,Deploy traffic police,"AQI=27.9, source=Traffic/Roads (66.3%), confidence=62%"
